12.290,2.830,2.220,18.000,88.000,2.450,2.250,0.250,1.990,2.150,1.150,3.300,290.000
14.210,4.040,2.440,18.900,111.000,2.850,2.650,0.300,1.250,5.240,0.870,3.330,1080.000
12.360,3.830,2.380,21.000,88.000,2.300,0.920,0.500,1.040,7.650,0.560,1.580,520.000
14.060,2.150,2.610,17.600,121.000,2.600,2.510,0.310,1.250,5.050,1.060,3.580,1295.000
13.170,2.590,2.370,20.000,120.000,1.650,0.680,0.530,1.460,9.300,0.600,1.620,840.000
13.400,3.910,2.480,23.000,102.000,1.800,0.750,0.430,1.410,7.300,0.700,1.560,750.000
12.930,2.810,2.700,21.000,96.000,1.540,0.500,0.530,0.750,4.600,0.770,2.310,600.000
12.850,3.270,2.580,22.000,106.000,1.650,0.600,0.600,0.960,5.580,0.870,2.110,570.000
12.770,3.430,1.980,16.000,80.000,1.630,1.250,0.430,0.830,3.400,0.700,2.120,372.000
13.160,3.570,2.150,21.000,102.000,1.500,0.550,0.430,1.300,4.000,0.600,1.680,830.000
14.750,1.730,2.390,11.400,91.000,3.100,3.690,0.430,2.810,5.400,1.250,2.730,1150.000
12.370,1.070,2.100,18.500,88.000,3.520,3.750,0.240,1.950,4.500,1.040,2.770,660.000
12.080,1.330,2.300,23.600,70.000,2.200,1.590,0.420,1.380,1.740,1.070,3.210,625.000
13.860,1.350,2.270,16.000,98.000,2.980,3.150,0.220,1.850,7.220,1.010,3.550,1045.000
13.050,1.650,2.550,18.000,98.000,2.450,2.430,0.290,1.440,4.250,1.120,2.510,1105.000
13.510,1.800,2.650,19.000,110.000,2.350,2.530,0.290,1.540,4.200,1.100,2.870,1095.000
12.250,3.880,2.200,18.500,112.000,1.380,0.780,0.290,1.140,8.210,0.650,2.000,855.000
14.100,2.020,2.400,18.800,103.000,2.750,2.920,0.320,2.380,6.200,1.070,2.750,1060.000
13.320,3.240,2.380,21.500,92.000,1.930,0.760,0.450,1.250,8.420,0.550,1.620,650.000
12.870,4.610,2.480,21.500,86.000,1.700,0.650,0.470,0.860,7.650,0.540,1.860,625.000
13.860,1.510,2.670,25.000,86.000,2.950,2.860,0.210,1.870,3.380,1.360,3.160,410.000
13.880,5.040,2.230,20.000,80.000,0.980,0.340,0.400,0.680,4.900,0.580,1.330,415.000
13.520,3.170,2.720,23.500,97.000,1.550,0.520,0.500,0.550,4.350,0.890,2.060,520.000
13.110,1.900,2.750,25.500,116.000,2.200,1.280,0.260,1.560,7.100,0.610,1.330,425.000
13.110,1.010,1.700,15.000,78.000,2.980,3.180,0.260,2.280,5.300,1.120,3.180,502.000
12.840,2.960,2.610,24.000,101.000,2.320,0.600,0.530,0.810,4.920,0.890,2.150,590.000
13.620,4.950,2.350,20.000,92.000,2.000,0.800,0.470,1.020,4.400,0.910,2.050,550.000
